Cancer_Type,Hugo_Symbol,Gene_Id_Entrez,Hotspot,Number_of_Mutated_Samples,Total_Number_of_Samples,Overall_Mutation_Frequency,Dataset_Name,Is_Oncogene,Is_Tumour_Suppressor_Gene,Is_WDR
ACC,BTRC,8945,0,1,91,1.1,cBioPortal,--,--,true
BLCA,MED16,10025,0,6,409,1.47,cBioPortal,--,--,true
ESCA,CDC20,991,0,2,182,1.1,cBioPortal,--,--,true
CESC,NLE1,54475,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,POC1A,25886,0,7,528,1.33,cBioPortal,--,--,true
KIRP,WDR75,84128,0,1,274,0.36,cBioPortal,--,--,true
GBM,AMBRA1,55626,0,4,393,1.02,cBioPortal,--,--,true
HNSC,WDR82,80335,0,2,502,0.4,cBioPortal,--,--,true
KIRC,WDR46,9277,0,4,356,1.12,cBioPortal,--,--,true
LGG,POC1A,25886,0,1,509,0.2,cBioPortal,--,--,true
LIHC,EML3,256364,0,1,358,0.28,cBioPortal,--,--,true
LUAD,TBL3,10607,0,7,561,1.25,cBioPortal,--,--,true
LUSC,HIRA,7290,0,8,469,1.71,cBioPortal,false,true,true
LUSC,WDR83,84292,0,1,469,0.21,cBioPortal,--,--,true
SKCM,NBEA,26960,0,89,440,20.23,cBioPortal,--,--,true
OV,WDR59,79726,0,2,409,0.49,cBioPortal,--,--,true
PCPG,PGR,5241,0,1,178,0.56,cBioPortal,true,false,false
SARC,HERC1,8925,0,6,234,2.56,cBioPortal,--,--,true
UCEC,WDR27,253769,0,31,515,6.02,cBioPortal,--,--,true
STAD,PPP2R2C,5522,0,12,435,2.76,cBioPortal,--,--,true
TGCT,DMXL1,1657,0,1,143,0.7,cBioPortal,--,--,true
UCS,PAFAH1B1,5048,0,1,57,1.75,cBioPortal,--,--,true
BRCA,WDFY1,57590,0,2,1009,0.2,cBioPortal,--,--,true
ACC,SH2D2A,9047,0,1,91,1.1,cBioPortal,--,--,true
BLCA,ZNF474,133923,0,3,409,0.73,cBioPortal,--,--,true
ESCA,COPB2,9276,0,2,182,1.1,cBioPortal,--,--,true
CESC,ERBB2,2064,0,13,281,4.63,cBioPortal,true,false,false
COADREAD,DCAF5,8816,0,14,528,2.65,cBioPortal,--,--,true
KIRP,FBXW10,10517,0,2,274,0.73,cBioPortal,--,--,true
GBM,FBXW4,6468,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR35,57539,0,6,502,1.2,cBioPortal,--,--,true
KIRC,LYST,1130,0,9,356,2.53,cBioPortal,--,--,true
MESO,WDR59,79726,0,1,82,1.22,cBioPortal,--,--,true
LGG,DYNC1I1,1780,0,3,509,0.59,cBioPortal,--,--,true
LIHC,CSTF1,1477,0,1,358,0.28,cBioPortal,--,--,true
LUAD,GNB1,2782,0,3,561,0.53,cBioPortal,true,false,true
LUSC,WDR35,57539,0,10,469,2.13,cBioPortal,--,--,true
SKCM,NLRP4,147945,0,74,440,16.82,cBioPortal,--,--,true
OV,CORO1B,57175,0,2,409,0.49,cBioPortal,--,--,true
PCPG,PHIP,55023,0,1,178,0.56,cBioPortal,--,--,true
SARC,TBC1D31,93594,0,2,234,0.85,cBioPortal,--,--,true
UCEC,ARPC1A,10552,0,22,515,4.27,cBioPortal,--,--,true
STAD,WDR41,55255,0,7,435,1.61,cBioPortal,--,--,true
TGCT,PGR,5241,0,1,143,0.7,cBioPortal,true,false,false
UCS,DCAF6,55827,0,1,57,1.75,cBioPortal,--,--,true
BRCA,TLE6,79816,0,9,1009,0.89,cBioPortal,--,--,true
ACC,APAF1,317,0,1,91,1.1,cBioPortal,--,--,true
BLCA,TLE6,79816,0,2,409,0.49,cBioPortal,--,--,true
ESCA,CIAO1,9391,0,2,182,1.1,cBioPortal,--,--,true
CESC,RFWD3,55159,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,WDR60,0,0,17,528,3.22,cBioPortal,--,--,true
KIRP,AHI1,54806,0,3,274,1.09,cBioPortal,--,--,true
GBM,TEP1,7011,0,7,393,1.78,cBioPortal,--,--,true
HNSC,AMBRA1,55626,0,9,502,1.79,cBioPortal,--,--,true
KIRC,WDR90,197335,0,2,356,0.56,cBioPortal,false,false,true
LGG,EIF3B,8662,0,1,509,0.2,cBioPortal,--,--,true
LIHC,CDRT1,374286,0,3,358,0.84,cBioPortal,--,--,true
LUAD,EDC4,23644,0,6,561,1.07,cBioPortal,--,--,true
LUSC,KIAA1432,0,0,8,469,1.71,cBioPortal,--,--,true
LUSC,DCAF8,50717,0,8,469,1.71,cBioPortal,--,--,true
SKCM,NBEAL2,23218,0,57,440,12.95,cBioPortal,--,--,true
OV,WDHD1,11169,0,1,409,0.24,cBioPortal,--,--,true
PCPG,WDR11,55717,0,2,178,1.12,cBioPortal,--,--,true
SARC,HIRA,7290,0,3,234,1.28,cBioPortal,false,true,true
UCEC,WDR60,0,0,43,515,8.35,cBioPortal,--,--,true
STAD,WDR55,54853,0,10,435,2.3,cBioPortal,--,--,true
TGCT,NSMAF,8439,0,1,143,0.7,cBioPortal,--,--,true
UCS,STRN4,29888,0,1,57,1.75,cBioPortal,--,--,true
BRCA,DTL,51514,0,3,1009,0.3,cBioPortal,--,--,true
ACC,TECPR2,9895,0,1,91,1.1,cBioPortal,--,--,true
BLCA,GRWD1,83743,0,2,409,0.49,cBioPortal,--,--,true
ESCA,CIRH1A,0,0,3,182,1.65,cBioPortal,--,--,true
CESC,PPWD1,23398,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,TBC1D31,93594,0,13,528,2.46,cBioPortal,--,--,true
KIRP,WDR62,284403,0,3,274,1.09,cBioPortal,--,--,true
GBM,NWD1,284434,0,7,393,1.78,cBioPortal,--,--,true
HNSC,EML5,161436,0,9,502,1.79,cBioPortal,--,--,true
KIRC,WDR47,22911,0,2,356,0.56,cBioPortal,--,--,true
LGG,PHIP,55023,0,4,509,0.79,cBioPortal,--,--,true
LIHC,WDR88,126248,0,2,358,0.56,cBioPortal,--,--,true
LUAD,UTP18,51096,0,7,561,1.25,cBioPortal,--,--,true
LUSC,EML3,256364,0,7,469,1.49,cBioPortal,--,--,true
LUSC,CDRT1,374286,0,8,469,1.71,cBioPortal,--,--,true
SKCM,NEDD1,121441,0,18,440,4.09,cBioPortal,--,--,true
OV,ERCC8,1161,0,1,409,0.24,cBioPortal,--,--,true
PCPG,WDR20,91833,0,1,178,0.56,cBioPortal,--,--,true
SARC,TECPR2,9895,0,3,234,1.28,cBioPortal,--,--,true
UCEC,EGFR,1956,0,36,515,6.99,cBioPortal,true,false,false
STAD,GEMIN5,25929,0,12,435,2.76,cBioPortal,--,--,true
TGCT,AAAS,8086,0,1,143,0.7,cBioPortal,--,--,true
UCS,WDR47,22911,0,1,57,1.75,cBioPortal,--,--,true
BRCA,WDR63,0,0,3,1009,0.3,cBioPortal,--,--,true
ACC,WDR62,284403,0,1,91,1.1,cBioPortal,--,--,true
BLCA,RWDD2B,10069,0,2,409,0.49,cBioPortal,--,--,true
ESCA,COPA,1314,0,4,182,2.2,cBioPortal,--,--,true
CESC,DCAF12L2,340578,0,7,281,2.49,cBioPortal,--,--,true
COADREAD,DPH7,92715,0,4,528,0.76,cBioPortal,--,--,true
KIRP,WDR74,54663,0,4,274,1.46,cBioPortal,--,--,true
GBM,SEC31B,25956,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR81,124997,0,4,502,0.8,cBioPortal,--,--,true
KIRC,GEMIN5,25929,0,3,356,0.84,cBioPortal,--,--,true
LGG,WDFY3,23001,0,7,509,1.38,cBioPortal,--,--,true
LIHC,LYST,1130,0,7,358,1.96,cBioPortal,--,--,true
LUAD,DNAI2,64446,0,20,561,3.57,cBioPortal,--,--,true
LUSC,WRAP73,49856,0,2,469,0.43,cBioPortal,--,--,true
LUSC,FBXW2,26190,0,1,469,0.21,cBioPortal,false,false,true
SKCM,NLE1,54475,0,11,440,2.5,cBioPortal,--,--,true
OV,PAFAH1B1,5048,0,1,409,0.24,cBioPortal,--,--,true
PCPG,LYST,1130,0,2,178,1.12,cBioPortal,--,--,true
SARC,DCAF8,50717,0,2,234,0.85,cBioPortal,--,--,true
UCEC,DYNC1I1,1780,0,30,515,5.83,cBioPortal,--,--,true
STAD,THOC3,84321,0,2,435,0.46,cBioPortal,--,--,true
TGCT,DCAF8L1,139425,0,1,143,0.7,cBioPortal,--,--,true
UCS,COPA,1314,0,1,57,1.75,cBioPortal,--,--,true
BRCA,CORO1C,23603,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,TLE3,7090,0,4,409,0.98,cBioPortal,false,false,true
ESCA,WDR52,0,0,5,182,2.75,cBioPortal,--,--,true
CESC,KIF21B,23046,0,6,281,2.14,cBioPortal,--,--,true
COADREAD,NBEA,26960,0,63,528,11.93,cBioPortal,--,--,true
COADREAD,CORO2A,7464,0,4,528,0.76,cBioPortal,--,--,true
GBM,EML6,400954,0,1,393,0.25,cBioPortal,--,--,true
HNSC,NUP37,79023,0,2,502,0.4,cBioPortal,--,--,true
LAML,WDR35,57539,0,1,199,0.5,cBioPortal,--,--,true
KIRC,MAPKBP1,23005,0,1,356,0.28,cBioPortal,--,--,true
LGG,PAK1IP1,55003,0,2,509,0.39,cBioPortal,--,--,true
LIHC,IFT80,57560,0,1,358,0.28,cBioPortal,--,--,true
LUAD,RRP9,9136,0,5,561,0.89,cBioPortal,--,--,true
LUSC,PREB,10113,0,3,469,0.64,cBioPortal,--,--,true
SKCM,CHAF1B,8208,0,11,440,2.5,cBioPortal,--,--,true
SKCM,WDR86,349136,0,11,440,2.5,cBioPortal,--,--,true
OV,WDR60,0,0,2,409,0.49,cBioPortal,--,--,true
PAAD,ERBB2,2064,0,2,174,1.15,cBioPortal,true,false,false
PRAD,FBXW8,26259,0,2,491,0.41,cBioPortal,--,--,true
UCEC,WDR96,0,0,52,515,10.1,cBioPortal,--,--,true
UCEC,CIAO1,9391,0,12,515,2.33,cBioPortal,--,--,true
STAD,WDR26,80232,0,5,435,1.15,cBioPortal,--,--,true
BRCA,WSB1,26118,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,COPB2,9276,0,11,409,2.69,cBioPortal,--,--,true
ESCA,WDR46,9277,0,2,182,1.1,cBioPortal,--,--,true
CESC,WDR47,22911,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,EML3,256364,0,13,528,2.46,cBioPortal,--,--,true
COADREAD,WSB1,26118,0,3,528,0.57,cBioPortal,--,--,true
GBM,PWP2,5822,0,3,393,0.76,cBioPortal,--,--,true
HNSC,WDR4,10785,0,3,502,0.6,cBioPortal,--,--,true
LAML,WDR27,253769,0,1,199,0.5,cBioPortal,--,--,true
KIRC,CHAF1B,8208,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDR55,54853,0,3,509,0.59,cBioPortal,--,--,true
LIHC,NUP37,79023,0,2,358,0.56,cBioPortal,--,--,true
LUAD,WDR12,55759,0,3,561,0.53,cBioPortal,--,--,true
LUSC,VPRBP,0,0,4,469,0.85,cBioPortal,--,--,true
SKCM,CDC40,51362,0,14,440,3.18,cBioPortal,--,--,true
SKCM,WDR82,80335,0,4,440,0.91,cBioPortal,--,--,true
OV,EML2,24139,0,2,409,0.49,cBioPortal,--,--,true
PAAD,RFWD3,55159,0,1,174,0.57,cBioPortal,--,--,true
PRAD,LYST,1130,0,5,491,1.02,cBioPortal,--,--,true
UCEC,NBEA,26960,0,87,515,16.89,cBioPortal,--,--,true
UCEC,PGR,5241,0,30,515,5.83,cBioPortal,true,false,false
STAD,DCAF8,50717,0,5,435,1.15,cBioPortal,--,--,true
BRCA,WDR13,64743,0,5,1009,0.5,cBioPortal,--,--,true
BLCA,BRWD3,254065,0,9,409,2.2,cBioPortal,--,--,true
ESCA,WDR47,22911,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR77,79084,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,TNFSF13B,10673,0,7,528,1.33,cBioPortal,--,--,true
COADREAD,RBBP5,5929,0,5,528,0.95,cBioPortal,--,--,true
GBM,EIF3B,8662,0,2,393,0.51,cBioPortal,--,--,true
HNSC,C18orf8,0,0,1,502,0.2,cBioPortal,--,--,true
LAML,PLRG1,5356,0,1,199,0.5,cBioPortal,--,--,true
KIRC,RWDD3,25950,0,1,356,0.28,cBioPortal,--,--,true
LGG,GNB2L1,0,0,2,509,0.39,cBioPortal,--,--,true
LIHC,SNRNP40,9410,0,1,358,0.28,cBioPortal,--,--,true
LUAD,MAPKBP1,23005,0,11,561,1.96,cBioPortal,--,--,true
LUSC,WDR16,0,0,6,469,1.28,cBioPortal,--,--,true
SKCM,CDH1,999,0,15,440,3.41,cBioPortal,false,true,true
SKCM,WDR83,84292,0,4,440,0.91,cBioPortal,--,--,true
OV,DAW1,164781,0,2,409,0.49,cBioPortal,--,--,true
PAAD,PAFAH1B1,5048,0,1,174,0.57,cBioPortal,--,--,true
PRAD,AMBRA1,55626,0,2,491,0.41,cBioPortal,--,--,true
UCEC,WDR17,116966,0,48,515,9.32,cBioPortal,--,--,true
UCEC,WDFY2,115825,0,21,515,4.08,cBioPortal,--,--,true
STAD,WDR86,349136,0,4,435,0.92,cBioPortal,--,--,true
BRCA,EGFR,1956,0,15,1009,1.49,cBioPortal,true,false,false
BLCA,CDH1,999,0,12,409,2.93,cBioPortal,false,true,true
ESCA,WDR48,57599,0,1,182,0.55,cBioPortal,--,--,true
CESC,COPA,1314,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,BRCA2,675,0,38,528,7.2,cBioPortal,false,true,false
COADREAD,WDR5B,54554,0,7,528,1.33,cBioPortal,--,--,true
GBM,WDYHV1,0,0,1,393,0.25,cBioPortal,--,--,true
HNSC,GNB2L1,0,0,1,502,0.2,cBioPortal,--,--,true
LAML,POC1A,25886,0,1,199,0.5,cBioPortal,--,--,true
KIRC,EDC4,23644,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDR70,55100,0,2,509,0.39,cBioPortal,--,--,true
LIHC,IFT172,26160,0,2,358,0.56,cBioPortal,--,--,true
LUAD,FBXW9,84261,0,4,561,0.71,cBioPortal,--,--,true
LUSC,STRN3,29966,0,5,469,1.07,cBioPortal,--,--,true
SKCM,CDRT1,374286,0,19,440,4.32,cBioPortal,--,--,true
SKCM,WDR83OS,51398,0,1,440,0.23,cBioPortal,--,--,true
OV,WDR6,11180,0,9,409,2.2,cBioPortal,--,--,true
PAAD,NLE1,54475,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR44,54521,0,1,491,0.2,cBioPortal,--,--,true
UCEC,SEC31B,25956,0,35,515,6.8,cBioPortal,--,--,true
UCEC,SEC13,6396,0,12,515,2.33,cBioPortal,--,--,true
STAD,RBBP7,5931,0,7,435,1.61,cBioPortal,--,--,true
BRCA,PAK1IP1,55003,0,1,1009,0.1,cBioPortal,--,--,true
ACC,WDR92,0,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR43,23160,0,7,409,1.71,cBioPortal,--,--,true
ESCA,CSTF1,1477,0,1,182,0.55,cBioPortal,--,--,true
CESC,RBBP5,5929,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,C18orf8,0,0,14,528,2.65,cBioPortal,--,--,true
KIRP,VPRBP,0,0,2,274,0.73,cBioPortal,--,--,true
GBM,PBLD,64081,0,1,393,0.25,cBioPortal,--,--,true
HNSC,GNB3,2784,0,6,502,1.2,cBioPortal,--,--,true
KIRC,IFT172,26160,0,3,356,0.84,cBioPortal,--,--,true
MESO,TBL3,10607,0,1,82,1.22,cBioPortal,--,--,true
LGG,PLAA,9373,0,2,509,0.39,cBioPortal,--,--,true
LIHC,NBEAL2,23218,0,6,358,1.68,cBioPortal,--,--,true
LUAD,IFT122,55764,0,9,561,1.6,cBioPortal,--,--,true
LUSC,WDR96,0,0,13,469,2.77,cBioPortal,--,--,true
SKCM,NUP43,348995,0,9,440,2.05,cBioPortal,--,--,true
OV,CORO2B,10391,0,2,409,0.49,cBioPortal,--,--,true
PCPG,ERCC8,1161,0,2,178,1.12,cBioPortal,--,--,true
SARC,IFT122,55764,0,2,234,0.85,cBioPortal,--,--,true
UCEC,FBXW2,26190,0,7,515,1.36,cBioPortal,false,false,true
STAD,NSMAF,8439,0,10,435,2.3,cBioPortal,--,--,true
UCS,WDSUB1,151525,0,1,57,1.75,cBioPortal,--,--,true
THCA,GEMIN5,25929,0,2,484,0.41,cBioPortal,--,--,true
BRCA,FBXW12,285231,0,2,1009,0.2,cBioPortal,--,--,true
ACC,HIRA,7290,0,1,91,1.1,cBioPortal,false,true,true
BLCA,RWDD2A,112611,0,2,409,0.49,cBioPortal,--,--,true
ESCA,CORO2A,7464,0,2,182,1.1,cBioPortal,--,--,true
CESC,LRBA,987,0,10,281,3.56,cBioPortal,--,--,true
COADREAD,WSB2,55884,0,5,528,0.95,cBioPortal,--,--,true
KIRP,MLST8,64223,0,1,274,0.36,cBioPortal,--,--,true
GBM,TAF5,6877,0,2,393,0.51,cBioPortal,--,--,true
HNSC,IFT80,57560,0,12,502,2.39,cBioPortal,--,--,true
KIRC,AAAS,8086,0,2,356,0.56,cBioPortal,--,--,true
MESO,NBEAL2,23218,0,1,82,1.22,cBioPortal,--,--,true
LGG,CDC40,51362,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR33,55339,0,5,358,1.4,cBioPortal,--,--,true
LUAD,WDR64,128025,0,22,561,3.92,cBioPortal,--,--,true
LUSC,STXBP5L,9515,0,24,469,5.12,cBioPortal,--,--,true
SKCM,NOL10,79954,0,11,440,2.5,cBioPortal,--,--,true
OV,NSMAF,8439,0,1,409,0.24,cBioPortal,--,--,true
PCPG,AAAS,8086,0,1,178,0.56,cBioPortal,--,--,true
SARC,WDR90,197335,0,2,234,0.85,cBioPortal,false,false,true
UCEC,DENND3,22898,0,46,515,8.93,cBioPortal,--,--,true
STAD,PHIP,55023,0,16,435,3.68,cBioPortal,--,--,true
TGCT,ARPC1B,10095,0,1,143,0.7,cBioPortal,--,--,true
UCS,RFWD2,0,0,1,57,1.75,cBioPortal,--,--,true
BRCA,PPP2R2B,5521,0,2,1009,0.2,cBioPortal,--,--,true
ACC,WDR35,57539,0,1,91,1.1,cBioPortal,--,--,true
BLCA,PLAA,9373,0,3,409,0.73,cBioPortal,--,--,true
ESCA,CORO2B,10391,0,2,182,1.1,cBioPortal,--,--,true
CESC,PBLD,64081,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,MLST8,64223,0,3,528,0.57,cBioPortal,--,--,true
KIRP,SMU1,55234,0,2,274,0.73,cBioPortal,--,--,true
GBM,WDR37,22884,0,1,393,0.25,cBioPortal,--,--,true
HNSC,RNASE7,84659,0,1,502,0.2,cBioPortal,--,--,true
KIRC,RWDD2A,112611,0,1,356,0.28,cBioPortal,--,--,true
MESO,NLRP4,147945,0,2,82,2.44,cBioPortal,--,--,true
LGG,DYNC1I2,1781,0,3,509,0.59,cBioPortal,--,--,true
LIHC,EIF2A,83939,0,2,358,0.56,cBioPortal,--,--,true
LUAD,IFT172,26160,0,22,561,3.92,cBioPortal,--,--,true
LUSC,PLRG1,5356,0,8,469,1.71,cBioPortal,--,--,true
SKCM,NSMAF,8439,0,14,440,3.18,cBioPortal,--,--,true
OV,WIPI2,26100,0,1,409,0.24,cBioPortal,--,--,true
PCPG,EML5,161436,0,1,178,0.56,cBioPortal,--,--,true
SARC,WDFY3,23001,0,3,234,1.28,cBioPortal,--,--,true
UCEC,DCAF4L2,138009,0,31,515,6.02,cBioPortal,--,--,true
STAD,GNB2,2783,0,4,435,0.92,cBioPortal,--,--,true
UCS,KCTD3,51133,0,1,57,1.75,cBioPortal,--,--,true
THCA,ZNF106,64397,0,1,484,0.21,cBioPortal,--,--,true
BRCA,UTP15,84135,0,4,1009,0.4,cBioPortal,--,--,true
ACC,STRN,6801,0,1,91,1.1,cBioPortal,false,false,true
BLCA,DCAF5,8816,0,3,409,0.73,cBioPortal,--,--,true
ESCA,CORO7,79585,0,6,182,3.3,cBioPortal,--,--,true
CESC,DCAF6,55827,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,WDR45B,56270,0,9,528,1.7,cBioPortal,--,--,true
KIRP,DCAF4L2,138009,0,1,274,0.36,cBioPortal,--,--,true
GBM,PPP2R2D,55844,0,1,393,0.25,cBioPortal,--,--,true
HNSC,NBEAL1,65065,0,11,502,2.19,cBioPortal,--,--,true
KIRC,DMWD,1762,0,1,356,0.28,cBioPortal,--,--,true
MESO,AMBRA1,55626,0,1,82,1.22,cBioPortal,--,--,true
LGG,NBEAL1,65065,0,4,509,0.79,cBioPortal,--,--,true
LIHC,WDR48,57599,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR92,0,0,3,561,0.53,cBioPortal,--,--,true
LUSC,AHI1,54806,0,7,469,1.49,cBioPortal,--,--,true
SKCM,NUP37,79023,0,7,440,1.59,cBioPortal,--,--,true
OV,WDR3,10885,0,2,409,0.49,cBioPortal,--,--,true
PCPG,NBEA,26960,0,1,178,0.56,cBioPortal,--,--,true
SARC,GEMIN5,25929,0,4,234,1.71,cBioPortal,--,--,true
UCEC,PRPF4,9128,0,19,515,3.69,cBioPortal,--,--,true
STAD,LRWD1,222229,0,8,435,1.84,cBioPortal,--,--,true
UCS,NOL10,79954,0,1,57,1.75,cBioPortal,--,--,true
THCA,TEP1,7011,0,2,484,0.41,cBioPortal,--,--,true
BRCA,WDR34,0,0,3,1009,0.3,cBioPortal,--,--,true
BLCA,BRCA2,675,0,40,409,9.78,cBioPortal,false,true,false
BLCA,WDR5,11091,0,2,409,0.49,cBioPortal,--,--,true
ESCA,DCAF13,25879,0,2,182,1.1,cBioPortal,--,--,true
CESC,SHKBP1,92799,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,WDR70,55100,0,10,528,1.89,cBioPortal,--,--,true
KIRP,CORO1B,57175,0,1,274,0.36,cBioPortal,--,--,true
GBM,ATG16L2,89849,0,2,393,0.51,cBioPortal,--,--,true
HNSC,ESR1,2099,0,4,502,0.8,cBioPortal,true,false,false
KIRC,BRWD1,54014,0,6,356,1.69,cBioPortal,--,--,true
MESO,WSB1,26118,0,1,82,1.22,cBioPortal,--,--,true
LGG,TLE3,7090,0,2,509,0.39,cBioPortal,false,false,true
LIHC,PPP2R2A,5520,0,1,358,0.28,cBioPortal,false,true,true
LUAD,WDR36,134430,0,16,561,2.85,cBioPortal,--,--,true
LUSC,WDR48,57599,0,5,469,1.07,cBioPortal,--,--,true
SKCM,PAK1IP1,55003,0,3,440,0.68,cBioPortal,--,--,true
OV,ZNF474,133923,0,1,409,0.24,cBioPortal,--,--,true
PCPG,DMWD,1762,0,1,178,0.56,cBioPortal,--,--,true
SARC,KIF21B,23046,0,5,234,2.14,cBioPortal,--,--,true
UCEC,TLE4,7091,0,33,515,6.41,cBioPortal,false,false,true
STAD,DCAF8L2,347442,0,3,435,0.69,cBioPortal,--,--,true
UCS,TBL1XR1,79718,0,1,57,1.75,cBioPortal,true,false,true
THCA,TECPR2,9895,0,3,484,0.62,cBioPortal,--,--,true
BRCA,ESR1,2099,0,9,1009,0.89,cBioPortal,true,false,false
ACC,NBEAL2,23218,0,1,91,1.1,cBioPortal,--,--,true
BLCA,RWDD4,201965,0,3,409,0.73,cBioPortal,--,--,true
ESCA,DCAF12,25853,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR78,0,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,PWP2,5822,0,13,528,2.46,cBioPortal,--,--,true
KIRP,ZNF474,133923,0,1,274,0.36,cBioPortal,--,--,true
GBM,HPS5,11234,0,4,393,1.02,cBioPortal,--,--,true
HNSC,WDR1,9948,0,3,502,0.6,cBioPortal,--,--,true
KIRC,PPWD1,23398,0,2,356,0.56,cBioPortal,--,--,true
MESO,KIF21B,23046,0,1,82,1.22,cBioPortal,--,--,true
LGG,WDR62,284403,0,2,509,0.39,cBioPortal,--,--,true
LIHC,SCAP,22937,0,3,358,0.84,cBioPortal,--,--,true
LUAD,PIK3R4,30849,0,20,561,3.57,cBioPortal,--,--,true
LUSC,WDR66,0,0,10,469,2.13,cBioPortal,--,--,true
SKCM,NWD1,284434,0,83,440,18.86,cBioPortal,--,--,true
OV,HIRA,7290,0,1,409,0.24,cBioPortal,false,true,true
PCPG,PREB,10113,0,1,178,0.56,cBioPortal,--,--,true
SARC,DCAF7,10238,0,1,234,0.43,cBioPortal,--,--,true
UCEC,WDR34,0,0,13,515,2.52,cBioPortal,--,--,true
STAD,WDR31,114987,0,5,435,1.15,cBioPortal,--,--,true
UCS,NBEAL1,65065,0,1,57,1.75,cBioPortal,--,--,true
THCA,EIF3B,8662,0,1,484,0.21,cBioPortal,--,--,true
BRCA,EIF3B,8662,0,4,1009,0.4,cBioPortal,--,--,true
ACC,RRP9,9136,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR88,126248,0,1,409,0.24,cBioPortal,--,--,true
ESCA,DCAF12L1,139170,0,5,182,2.75,cBioPortal,--,--,true
CESC,WDR3,10885,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,NBEAL1,65065,0,31,528,5.87,cBioPortal,--,--,true
KIRP,TBC1D31,93594,0,2,274,0.73,cBioPortal,--,--,true
GBM,EML3,256364,0,3,393,0.76,cBioPortal,--,--,true
HNSC,CDH1,999,0,4,502,0.8,cBioPortal,false,true,true
KIRC,PAFAH1B1,5048,0,1,356,0.28,cBioPortal,--,--,true
MESO,IFT172,26160,0,1,82,1.22,cBioPortal,--,--,true
LGG,GEMIN5,25929,0,2,509,0.39,cBioPortal,--,--,true
LIHC,ESR1,2099,0,4,358,1.12,cBioPortal,true,false,false
LUAD,POC1A,25886,0,5,561,0.89,cBioPortal,--,--,true
LUSC,TEP1,7011,0,19,469,4.05,cBioPortal,--,--,true
SKCM,PAAF1,80227,0,10,440,2.27,cBioPortal,--,--,true
OV,FBXW4,6468,0,1,409,0.24,cBioPortal,--,--,true
PCPG,NWD1,284434,0,1,178,0.56,cBioPortal,--,--,true
SARC,KIAA1239,0,0,4,234,1.71,cBioPortal,--,--,true
UCEC,FBXW5,54461,0,21,515,4.08,cBioPortal,--,--,true
STAD,TLE4,7091,0,20,435,4.6,cBioPortal,false,false,true
UCS,IFT172,26160,0,1,57,1.75,cBioPortal,--,--,true
THCA,BRCA2,675,0,2,484,0.41,cBioPortal,false,true,false
BRCA,WDR31,114987,0,3,1009,0.3,cBioPortal,--,--,true
ACC,TBL2,26608,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR63,0,0,5,409,1.22,cBioPortal,--,--,true
ESCA,DCAF12L2,340578,0,6,182,3.3,cBioPortal,--,--,true
CESC,MPP7,143098,0,6,281,2.14,cBioPortal,--,--,true
COADREAD,WDR17,116966,0,34,528,6.44,cBioPortal,--,--,true
KIRP,IFT140,9742,0,3,274,1.09,cBioPortal,--,--,true
GBM,WDR74,54663,0,2,393,0.51,cBioPortal,--,--,true
HNSC,WDR52,0,0,6,502,1.2,cBioPortal,--,--,true
KIRC,HERC1,8925,0,8,356,2.25,cBioPortal,--,--,true
MESO,TSSC1,0,0,1,82,1.22,cBioPortal,--,--,true
LGG,DCAF8L1,139425,0,7,509,1.38,cBioPortal,--,--,true
LIHC,DCAF13,25879,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PLRG1,5356,0,2,561,0.36,cBioPortal,--,--,true
LUSC,TBL1XR1,79718,0,8,469,1.71,cBioPortal,true,false,true
SKCM,PAFAH1B1,5048,0,10,440,2.27,cBioPortal,--,--,true
OV,DCAF11,80344,0,2,409,0.49,cBioPortal,--,--,true
PCPG,RBBP5,5929,0,1,178,0.56,cBioPortal,--,--,true
SARC,TLE3,7090,0,2,234,0.85,cBioPortal,false,false,true
